index,fips,Fall,Spring,Summer,Winter,max_warming_season,Annual,CTYNAME,STNAME
23,1047,-0.1133968253968175,0.0422151675484986,-0.2303633156966451,0.5335873015873033,Winter,0.0679753086419678,Dallas County,Alabama
24,1049,-0.3943139329805942,-0.2305185185185264,-0.5875696649029988,0.5218483245149904,Winter,-0.1730264550264547,DeKalb County,Alabama
25,1051,-0.3237813051146427,-0.1040282186948933,-0.1923104056437383,0.2502292768959401,Winter,-0.0786067019400358,Elmore County,Alabama
26,1053,-0.4716895943562611,-0.3753650793650833,-0.5059047619047614,0.0264832451499091,Winter,-0.3277213403880025,Escambia County,Alabama
27,1055,0.0775873015873018,0.1385961199294487,-0.1570793650793738,0.8109347442680743,Winter,0.2155061728395073,Etowah County,Alabama
28,1057,-0.5068218694885414,-0.2544620811287515,-0.9428148148148174,0.4333262786596162,Winter,-0.3098271604938348,Fayette County,Alabama
29,1059,-0.2600776014109304,0.1882328042328014,-0.6145185185185108,0.5811075837742488,Winter,-0.0249982363315758,Franklin County,Alabama
30,1061,-0.01028571428571,-0.1325714285714289,-0.0001410934744314,0.29602821869489,Winter,0.0463280423280469,Geneva County,Alabama
31,1063,-0.4856578483245175,-0.3370723104056423,-0.6649453262786457,0.3084021164021155,Winter,-0.2816225749559182,Greene County,Alabama
32,1065,-0.4614744268077582,-0.3379188712522048,-0.5576719576719448,0.4600211640211701,Winter,-0.2099188712522119,Hale County,Alabama
33,1067,0.2476613756613746,0.1226102292768922,-0.172514991181654,0.9274215167548432,Winter,0.2929065255731855,Henry County,Alabama
34,1069,0.1554708994709001,-0.0362610229276853,-0.1104056437389896,0.6731287477954001,Winter,0.1786701940035314,Houston County,Alabama
35,1071,-0.2919647266313823,-0.2370793650793707,-0.3644021164021271,0.4378412698412628,Winter,-0.1142645502645509,Jackson County,Alabama
36,1073,-0.0003950617283935,0.115640211640214,-0.2124303350970042,0.7211005291005329,Winter,0.1608641975308603,Jefferson County,Alabama
37,1075,-0.6366701940035224,-0.2420035273368537,-0.9435908289241672,0.2870546737213398,Winter,-0.3761093474426865,Lamar County,Alabama
38,1077,-0.1363527336860646,0.2515273368606768,-0.404811287477963,0.7607336860670197,Winter,0.1200740740740759,Lauderdale County,Alabama
39,1079,-0.2504550264550272,-0.0650723104056468,-0.5182504409170965,0.4334955908289195,Winter,-0.0986525573192288,Lawrence County,Alabama
40,1081,-0.2047266313932937,0.0144620811287627,0.0522045855379236,0.7860599647266321,Winter,0.1761164021164077,Lee County,Alabama
41,1083,-0.2790405643738979,-0.0988359788359847,-0.4122610229276851,0.5477530864197503,Winter,-0.0643209876543136,Limestone County,Alabama
42,1085,-0.2996119929453288,-0.1973192239858935,-0.2322116402116492,0.1960211640211742,Winter,-0.1254497354497428,Lowndes County,Alabama
43,1087,-0.199477954144629,-0.0081410934744182,0.0027513227513227,0.5698624338624344,Winter,0.1089382716049486,Macon County,Alabama
44,1089,-0.3126067019400299,-0.1260529100528996,-0.3354638447971765,0.4495520282186926,Winter,-0.084991181657845,Madison County,Alabama
45,1091,-0.1437883597883529,-0.2475626102292684,-0.3962328042328034,0.4079012345679049,Winter,-0.0838271604938307,Marengo County,Alabama
46,1093,-0.485827160493824,-0.1306807760140974,-0.8404656084656243,0.3769876543209925,Winter,-0.2661058201058111,Marion County,Alabama
47,1095,-0.104141093474421,-0.0182857142857081,-0.227146384479724,0.525784832451497,Winter,0.0420705467372183,Marshall County,Alabama
48,1097,0.2391816578483227,0.209509700176363,0.2177636684303304,0.5393156966490396,Winter,0.3123668430335188,Mobile County,Alabama
49,1099,-0.302814814814816,-0.2732134038800678,-0.4756402116402203,0.2518518518518636,Winter,-0.1991640211640243,Monroe County,Alabama
50,1101,-0.2900035273368552,-0.1625396825396819,-0.1308359788359825,0.1934673721340449,Winter,-0.0858835978836027,Montgomery County,Alabama
51,1103,-0.1655731922398522,-0.1136507936507906,-0.3049594356260912,0.3567407407407369,Winter,-0.0587760141093421,Morgan County,Alabama
52,1105,-0.2792239858906531,-0.1209453262786628,-0.3663633156966502,0.5400917107583723,Winter,-0.0432980599647278,Perry County,Alabama
53,1107,-0.5544409171075908,-0.2343421516754902,-0.7527619047619087,0.2615873015872934,Winter,-0.3088112874779511,Pickens County,Alabama
54,1109,-0.292430335097,-0.3159647266313898,-0.290384479717816,0.1935238095238117,Winter,-0.1616790123456803,Pike County,Alabama
55,1111,-0.133149911816571,0.0098201058200973,-0.0890582010582056,1.0106384479717831,Winter,0.2040952380952465,Randolph County,Alabama
56,1113,0.0094391534391566,0.1344902998236372,0.0612204585537777,0.970723104056435,Winter,0.3091322751322785,Russell County,Alabama
57,1115,0.1867372134038677,0.1568818342151721,0.0593580246913588,0.7380458553791858,Winter,0.2867089947089967,St. Clair County,Alabama
58,1117,-0.2047266313932949,-0.0849947089947104,-0.3069488536155144,0.5288888888888889,Winter,-0.0106313932980578,Shelby County,Alabama
59,1119,-0.3072169312169347,-0.3034074074074109,-0.543054673721343,0.2439929453262775,Winter,-0.2157495590828825,Sumter County,Alabama
60,1121,-0.1492345679012401,-0.167999999999996,-0.1837742504409065,0.4784620811287464,Winter,0.0009453262786547,Talladega County,Alabama
61,1123,-0.3464550264550193,-0.1309911816578527,-0.0451922398589052,0.4551111111111113,Winter,-0.0039153439153431,Tallapoosa County,Alabama
62,1125,-0.4865467372134054,-0.3005008818342183,-0.8673580246913603,0.6123738977072362,Winter,-0.2491957671957653,Tuscaloosa County,Alabama
63,1127,-0.0827795414461997,5.643738976616201e-05,-0.4492275132274984,0.5931287477954081,Winter,0.021026455026443,Walker County,Alabama
64,1129,-0.0715767195767242,-0.2059259259259374,-0.3628359788359821,0.299428571428579,Winter,-0.0783562610229299,Washington County,Alabama
65,1131,-0.1575873015872977,-0.1304691358024823,-0.3593932980599627,0.4346243386243456,Winter,-0.0471181657848354,Wilcox County,Alabama
66,1133,-0.1612416225749443,-0.0184832451499132,-0.4519082892416188,0.3531428571428638,Winter,-0.0675167548500879,Winston County,Alabama
67,4001,0.5849594356260956,0.7343350970017706,0.6886490299823674,1.1512804232804228,Winter,0.7921375661375647,Apache County,Arizona
68,4003,1.1780881834215062,1.37063844797178,1.010497354497358,1.2271181657848285,Spring,1.2075485008818256,Cochise County,Arizona
69,4005,0.9695943562610236,1.1401199294532558,1.1671816578483307,1.653629629629629,Winter,1.2495731922398634,Coconino County,Arizona
70,4007,1.3474003527336815,1.5301446208112863,1.431943562610237,1.5378765432098709,Winter,1.4660105820105864,Gila County,Arizona
71,4009,0.6475626102292708,0.9501375661375638,0.7558236331569729,0.6274567901234603,Spring,0.757368606701938,Graham County,Arizona
72,4011,0.240056437389769,0.410215167548505,0.2538412698412744,0.7684514991181677,Winter,0.4272522045855343,Greenlee County,Arizona
73,4012,1.840761904761897,1.7294109347442643,1.5552874779541328,1.5320634920634837,Fall,1.6686843033509742,La Paz County,Arizona
74,4013,1.8360634920634875,2.160973544973556,2.13298059964726,1.516627865961201,Spring,1.907777777777771,Maricopa County,Arizona
75,4015,1.2763174603174432,1.2944197530864163,1.417622574955912,1.3525784832451475,Summer,1.345901234567905,Mohave County,Arizona
76,4017,0.7821940035273274,0.9005714285714255,0.7973333333333134,1.336310405643739,Winter,0.9620388007054728,Navajo County,Arizona
77,4019,1.4164514991181625,1.8002680776014126,1.263633156966491,1.3303562610229407,Spring,1.4548359788359695,Pima County,Arizona
78,4021,1.7175449735449817,1.889594356261037,1.693911816578492,1.305298059964725,Spring,1.658144620811291,Pinal County,Arizona
79,4023,1.0122328042327933,1.4038659611992867,0.917954144620809,1.4625608465608522,Winter,1.201890652557329,Santa Cruz County,Arizona
80,4025,1.300176366843032,1.6810582010582082,1.5522821869488548,1.5696649029982317,Spring,1.5305008818342034,Yavapai County,Arizona
81,4027,2.0044726631393304,1.938779541446209,1.878335097001767,1.6342433862433856,Fall,1.8643738977072355,Yuma County,Arizona
82,5001,0.0044162257495564,0.2119365079365106,-0.136888888888891,0.1849876543209878,Spring,0.0779541446208157,Arkansas County,Arkansas
83,5003,0.5225961199294558,0.505552028218688,0.398179894179883,0.6984550264550285,Winter,0.5436507936507927,Ashley County,Arkansas
84,5005,0.0591040564373855,0.5291287477954101,0.3505044091710678,0.90953086419753,Winter,0.4647689594356315,Baxter County,Arkansas
85,5007,-0.0899894179894222,0.3829276895943649,0.3732204585537806,0.9018694885361552,Winter,0.4023562610229222,Benton County,Arkansas
86,5009,-0.2362610229276879,0.5211005291005232,0.1617777777777827,0.7205361552028193,Winter,0.3006031746031785,Boone County,Arkansas
87,5011,0.1565714285714339,0.3151040564373892,-0.0109206349206271,0.7314426807760066,Winter,0.3083527336860713,Bradley County,Arkansas
88,5013,-0.3079506172839487,-0.0458694885361421,-0.3306666666666728,0.2942081128747799,Winter,-0.0835343915343861,Calhoun County,Arkansas
89,5015,-0.2724656084656228,0.4280211640211631,0.1753086419753108,0.7354920634920641,Winter,0.2778059964726498,Carroll County,Arkansas
90,5017,0.3901798941798912,0.3456507936507937,0.2048818342151613,0.4178342151675526,Winter,0.3557460317460287,Chicot County,Arkansas
91,5019,-0.5948218694885309,-0.1186455026455081,-0.4397742504409128,0.1149629629629585,Winter,-0.2443068783068822,Clark County,Arkansas
92,5021,-0.0438659611992899,0.0920493827160519,0.0119788359788222,0.358349206349204,Winter,0.114225749559084,Clay County,Arkansas
93,5023,0.2527266313932985,0.4935449735449799,0.3413333333333341,0.6269770723104031,Winter,0.4321763668430254,Cleburne County,Arkansas
94,5025,-0.0554215167548441,0.189544973544972,-0.1595767195767178,0.4963668430335052,Winter,0.1303985890652506,Cleveland County,Arkansas
95,5027,-0.456155202821868,0.0103280423280481,-0.2329171075837932,0.3061728395061741,Winter,-0.0706067019400451,Columbia County,Arkansas
96,5029,0.1284938271605036,0.2956190476190534,0.1112380952381011,0.6631252204585522,Winter,0.3057283950617297,Conway County,Arkansas
97,5031,0.4665679012345714,0.5894038800705534,0.5640493827160497,0.6876895943562591,Winter,0.5833544973544993,Craighead County,Arkansas
98,5033,-0.2279506172839486,0.2029347442680822,0.2345255731922396,0.6792663139329735,Winter,0.2343950617283845,Crawford County,Arkansas
99,5035,0.1003174603174535,0.4904126984127012,0.0569453262786599,0.6783209876543244,Winter,0.3378201058201125,Crittenden County,Arkansas
100,5037,0.1833368606701945,0.5049171075837635,0.1343915343915311,0.5623703703703731,Winter,0.3549841269841259,Cross County,Arkansas
101,5039,-0.5005432098765509,-0.0817918871252144,-0.3974462081128855,0.1449594356261024,Winter,-0.1939400352733763,Dallas County,Arkansas
102,5041,0.1370440917107599,0.1850017636684154,-0.1052275132275192,0.2550687830687871,Winter,0.1317072310405651,Desha County,Arkansas
103,5043,0.2546455026455045,0.3404867724867707,0.0358518518518551,0.6165643738977078,Winter,0.3236649029982412,Drew County,Arkansas
104,5045,0.1642328042328056,0.3600705467372071,0.180811287477953,0.5129171075837774,Winter,0.3123104056437371,Faulkner County,Arkansas
105,5047,-0.265580246913582,0.167746031746026,0.1638800705467369,0.6942222222222236,Winter,0.1997813051146363,Franklin County,Arkansas
106,5049,0.199647266313941,0.4899329805996458,0.3993791887125344,0.9297072310405634,Winter,0.5069700176366803,Fulton County,Arkansas
107,5051,-0.2615731922398623,0.0163950617283788,-0.2516119929453368,0.3471887125220491,Winter,-0.0275731922398649,Garland County,Arkansas
108,5053,-0.2971005291005249,0.0726067019400322,-0.2480987654320863,0.193015873015873,Winter,-0.056366843033513,Grant County,Arkansas
109,5055,0.1794426807760088,0.293544973544971,0.2592310405643751,0.48035273368606,Winter,0.3118342151675535,Greene County,Arkansas
110,5057,-0.4940670194003555,0.0350052910052894,-0.2879717813051213,0.2694744268077585,Winter,-0.0973156966490267,Hempstead County,Arkansas
111,5059,-0.4756825396825525,-0.067668430335094,-0.4319435626102172,0.1011358024691315,Winter,-0.2067689594356198,Hot Spring County,Arkansas
112,5061,-0.3528042328042332,0.0747936507936562,-0.1452134038800661,0.4886067019400394,Winter,0.0343104056437392,Howard County,Arkansas
113,5063,0.3611146384479641,0.587710758377429,0.4848959435626088,0.7141446208112846,Winter,0.5424938271604949,Independence County,Arkansas
114,5065,0.1222433862433876,0.4015661375661296,0.2962962962963016,0.8150546737213387,Winter,0.4131146384479722,Izard County,Arkansas
115,5067,0.4501164021164096,0.6525149911816563,0.5908712522045848,0.7107442680776015,Winter,0.6096825396825422,Jackson County,Arkansas
116,5069,-0.0657636684303402,0.2135590828924078,-0.168818342151675,0.3650793650793688,Winter,0.099333333333328,Jefferson County,Arkansas
117,5071,-0.1442398589065342,0.2326349206349183,0.1120705467372258,0.7494603174603152,Winter,0.2463880070546721,Johnson County,Arkansas
118,5073,-0.1480352733685981,0.2659611992945365,0.0039506172839605,0.5564444444444425,Winter,0.1914179894179956,Lafayette County,Arkansas
119,5075,0.1999717813051146,0.3991534391534415,0.412148148148159,0.51724867724867,Winter,0.3907195767195758,Lawrence County,Arkansas
120,5077,0.2480282186948843,0.4381234567901217,0.094574955908295,0.4486067019400348,Winter,0.3144091710758201,Lee County,Arkansas
121,5079,0.0796613756613648,0.312268077601403,-0.1314991181657821,0.5073015873015909,Winter,0.2040740740740747,Lincoln County,Arkansas
122,5081,-0.0295449735449817,0.4198941798941843,0.0599788359788426,0.6889453262786539,Winter,0.3037883597883607,Little River County,Arkansas
123,5083,-0.1965855379188576,0.1614955908289278,0.0212204585537915,0.6745961199294515,Winter,0.1744091710758329,Logan County,Arkansas
124,5085,-0.0310687830687931,0.2086631393297972,-0.0042469135802465,0.2016225749559027,Spring,0.1019682539682451,Lonoke County,Arkansas
125,5087,-0.2192451499118207,0.3201410934744257,0.2821728395061698,0.7771992945326298,Winter,0.2998447971781289,Madison County,Arkansas
126,5089,-0.0669770723104167,0.5550899470899548,0.2718165784832425,0.840804232804233,Winter,0.4049876543209826,Marion County,Arkansas
127,5091,0.0521904761904897,0.463576719576714,0.1408395061728526,0.7016155202821884,Winter,0.360137566137565,Miller County,Arkansas
128,5093,0.2608253968253933,0.4020458553791944,0.009791887125214,0.6775167548500868,Winter,0.3415202821869506,Mississippi County,Arkansas
129,5095,0.0888465608465698,0.3268571428571441,-0.0056155202821907,0.2193439153439129,Spring,0.1631040564373886,Monroe County,Arkansas
130,5097,-0.2742857142857119,-0.0043033509700185,-0.1588430335096987,0.430730158730154,Winter,0.0114708994708969,Montgomery County,Arkansas
131,5099,-0.6951957671957707,-0.1770299823633125,-0.5264761904761966,0.0679506172839501,Winter,-0.3097671957671926,Nevada County,Arkansas
132,5101,-0.130864197530864,0.4590335097001771,0.1656014109347381,0.7596190476190491,Winter,0.3209629629629563,Newton County,Arkansas
133,5103,-0.6807195767195798,-0.3112663139329817,-0.5756754850088146,-0.0326490299823655,Winter,-0.3802998236331589,Ouachita County,Arkansas
134,5105,-0.0121340388007182,0.2154638447971849,-0.0072239858906623,0.5750123456790112,Winter,0.2001869488536193,Perry County,Arkansas
135,5107,0.2088747795414398,0.2804797178130552,0.0680352733685993,0.2777001763668347,Spring,0.2164303350970062,Phillips County,Arkansas
136,5109,-0.5040705467372097,-0.0920917107583815,-0.2992874779541576,0.2378130511463814,Winter,-0.1468641975308582,Pike County,Arkansas
137,5111,0.4027372134038868,0.6007901234567885,0.4457989417989467,0.6816649029982379,Winter,0.5388641975308719,Poinsett County,Arkansas
138,5113,-0.2590758377424989,0.0405079365079419,-0.0407760141093401,0.7114779541446149,Winter,0.1270828924162317,Polk County,Arkansas
139,5115,0.0738765432098659,0.2520070546737142,0.0891428571428576,0.7641199294532615,Winter,0.3024409171075995,Pope County,Arkansas
140,5117,-0.0397178130511356,0.2413403880070595,-0.0415943562610236,0.1259964726631371,Spring,0.0784973544973529,Prairie County,Arkansas
141,5119,-0.0720705467372102,0.1904479717813059,-0.0540529100529048,0.3384550264550303,Winter,0.1100846560846499,Pulaski County,Arkansas
142,5121,-0.0693615520282079,0.1646419753086411,0.1279576719576844,0.3886278659611966,Winter,0.1610546737213403,Randolph County,Arkansas
143,5123,0.1351816578483251,0.4967336860670207,0.0743562610229388,0.5021375661375663,Winter,0.31019753086419,St. Francis County,Arkansas
144,5125,-0.2427795414461979,0.0464338624338659,-0.2149700176366724,0.2669770723104113,Winter,-0.0260705467372095,Saline County,Arkansas
145,5127,-0.2241128747795404,0.0495520282186925,-0.0548994708994657,0.7228500881834276,Winter,0.1341058201058227,Scott County,Arkansas
146,5129,0.0810582010581955,0.5913791887125224,0.2654250440917151,0.8579188712521969,Winter,0.4536754850088175,Searcy County,Arkansas
147,5131,-0.2181587301587396,0.1599999999999974,0.0258342151675472,0.7198024691358024,Winter,0.1830899470899524,Sebastian County,Arkansas
148,5133,-0.1933544973544935,0.2423985890652527,-0.0413544973544892,0.6628712522045845,Winter,0.1845361552028219,Sevier County,Arkansas
149,5135,0.1981798941798905,0.425975308641982,0.3824620811287591,0.7414038800705436,Winter,0.4432169312169263,Sharp County,Arkansas
150,5137,0.157601410934746,0.4481410934744232,0.2668077601411023,0.7719223985890692,Winter,0.413809523809516,Stone County,Arkansas
151,5139,-0.1951604938271531,0.105410934744264,-0.1006137566137669,0.4125432098765418,Winter,0.0710723104056475,Union County,Arkansas
152,5141,0.1894462081128783,0.4278095238095252,0.1982927689594443,0.7242045855379159,Winter,0.3902257495590905,Van Buren County,Arkansas
153,5143,-0.1960211640211718,0.2968042328042352,0.3589417989417969,0.8180599647266398,Winter,0.3305432098765381,Washington County,Arkansas
154,5145,0.2366137566137577,0.4413262786596249,0.3698765432098629,0.4396190476190481,Spring,0.377594356261034,White County,Arkansas
155,5147,0.1897001763668458,0.4618694885361568,0.253982363315706,0.40277954144621,Spring,0.3348148148148157,Woodruff County,Arkansas
156,5149,-0.0904268077601372,0.1636543209876486,-0.0174532627865985,0.643894179894179,Winter,0.1845855379188718,Yell County,Arkansas
157,6001,1.5678871252204465,1.72447266313933,1.8798871252204543,1.3584902998236348,Summer,1.6283104056437314,Alameda County,California
158,6003,0.801707231040566,0.5702857142857113,0.8196825396825391,0.9505608465608496,Winter,0.7837707231040595,Alpine County,California
159,6005,0.5259400352733689,0.3609876543209868,0.8226031746031814,0.0580458553791916,Summer,0.4412663139329799,Amador County,California
160,6007,1.027823633156961,0.7081340388007012,0.7930864197530857,0.8982151675485023,Fall,0.8470194003527363,Butte County,California
161,6009,0.6165643738977135,0.5257989417989289,0.6219823633156961,0.3170088183421509,Summer,0.521467372134049,Calaveras County,California
162,6011,1.131541446208118,0.905594356261014,0.8107936507936468,0.961707231040561,Fall,0.9470828924162276,Colusa County,California
163,6013,1.4518518518518495,1.4502574955908238,1.5512239858906498,1.2812839506172702,Summer,1.427629629629619,Contra Costa County,California
164,6015,1.4129523809523807,1.2916684303350996,1.803400352733689,1.7152733686066988,Summer,1.5528218694885287,Del Norte County,California
165,6017,0.5194215167548482,0.2816084656084718,0.8069276895943494,0.2312380952380943,Summer,0.4577319223985931,El Dorado County,California
166,6019,1.5074708994709023,1.538962962962959,1.193763668430326,1.3236966490299829,Spring,1.3882045855379233,Fresno County,California
167,6021,0.9761975308641858,0.7067231040564379,0.2507513227513331,1.0518941798941848,Winter,0.7371252204585613,Glenn County,California
168,6023,1.3266596119929546,1.027033509700178,1.3972345679012348,1.1510264550264582,Summer,1.217287477954153,Humboldt County,California
169,6025,2.2543068783068656,1.6314074074074003,1.6323668430335103,1.9345890652557285,Fall,1.8693298059964567,Imperial County,California
170,6027,1.6674567901234538,1.537679012345686,1.588712522045835,1.3915202821869448,Fall,1.5644409171075868,Inyo County,California
171,6029,1.7831534391534465,2.054447971781304,1.5569664902998248,1.4008606701939992,Spring,1.7111710758377412,Kern County,California
172,6031,1.592790123456789,1.7766208112874775,1.2216014109347462,1.1449029982363348,Spring,1.4283668430335177,Kings County,California
173,6033,1.0053897707231023,0.721566137566134,0.8490864197530822,0.7980105820105745,Fall,0.8365502645502652,Lake County,California
174,6035,1.4106948853615493,1.209735449735452,1.6036261022927707,1.7987442680775996,Winter,1.5088395061728408,Lassen County,California
175,6037,2.3848324514991126,2.3030405643739003,2.221291005291007,2.0480141093474487,Fall,2.2504409171075817,Los Angeles County,California
176,6039,1.4214462081128754,1.3596331569664957,0.8567901234567921,1.4210229276895967,Fall,1.2624268077601393,Madera County,California
177,6041,1.376522045855369,1.330271604938276,1.49306525573192,1.3207619047619004,Summer,1.3728924162257543,Marin County,California
178,6043,1.1921269841269972,0.9635132275132277,0.8163386243386344,1.1840282186948876,Fall,1.042758377425032,Mariposa County,California
179,6045,0.8507795414462143,0.3963880070546863,0.4734109347442669,0.510123456790118,Fall,0.5470476190476207,Mendocino County,California
180,6047,1.56780246913581,1.7005291005290986,1.0196825396825326,1.453615520282182,Spring,1.4318059964726615,Merced County,California
181,6049,1.82558024691358,1.7425185185185184,1.9876543209876605,2.437629629629632,Winter,2.0101058201058217,Modoc County,California
182,6051,1.221488536155199,1.0228571428571418,1.0625326278659564,1.5235555555555518,Winter,1.2116049382716076,Mono County,California
183,6053,1.6639858906525564,1.8780811287477976,1.7279858906525514,1.5713580246913563,Spring,1.7021305114638463,Monterey County,California
184,6055,1.2860105820105816,1.4617001763668476,1.380684303350972,1.1988148148148132,Spring,1.3236578483245174,Napa County,California
185,6057,0.5622857142857097,0.369820105820111,1.0144197530864163,0.2351463844797106,Summer,0.5414920634920709,Nevada County,California
186,6059,2.2992451499118194,1.971781305114632,1.929453262786608,2.0190617283950663,Fall,2.055477954144622,Orange County,California
187,6061,0.5583774250440895,0.4541657848324579,0.9716684303351044,0.3565008818342182,Summer,0.5803174603174591,Placer County,California
188,6063,1.0374885361552046,0.5531569664902979,1.302447971781309,0.977453262786595,Summer,0.9645079365079418,Plumas County,California
189,6065,1.965347442680768,1.7142433862433746,1.7036049382716063,1.7162328042328046,Fall,1.77988007054673,Riverside County,California
190,6067,0.7891216931216936,0.9208888888888924,1.1165291005290847,0.4407760141093453,Summer,0.804504409171069,Sacramento County,California
191,6069,1.8846560846560847,1.986398589065246,1.947132275132288,1.7243880070546724,Spring,1.87939329805996,San Benito County,California
192,6071,1.974885361552019,1.7827301587301645,1.884077601410944,1.6506102292769005,Fall,1.8358165784832363,San Bernardino County,California
193,6073,2.122229276895929,1.7209876543209834,1.624888888888881,2.1732768959435664,Winter,1.906680776014108,San Diego County,California
194,6075,1.7138906525573172,1.5702433862433869,1.7232592592592584,1.6940529100529012,Summer,1.670567901234565,San Francisco County,California
195,6077,1.1261375661375583,1.2769382716049449,0.948119929453246,0.9331499118165776,Spring,1.0593827160493805,San Joaquin County,California
196,6079,1.475851851851837,1.7826172839506071,1.2947724867724872,1.2753298059964655,Spring,1.450444444444455,San Luis Obispo County,California
197,6081,1.7443527336860682,1.9177707231040493,2.1141164021163985,1.5975590828924164,Summer,1.839664902998236,San Mateo County,California
198,6083,2.401410934744264,2.748994708994709,2.049029982363316,2.210059964726627,Spring,2.353407407407404,Santa Barbara County,California
199,6085,1.8219682539682496,1.980952380952378,2.1887266313933,1.543619047619058,Summer,1.882098765432108,Santa Clara County,California
200,6087,1.9715837742504287,2.0142645502645458,2.25087830687831,1.692768959435627,Summer,1.9788783068783,Santa Cruz County,California
201,6089,1.132007054673721,0.8078165784832385,1.3582927689594542,0.9598165784832484,Summer,1.0683421516754754,Shasta County,California
202,6091,0.8827089947089943,0.5438447971781281,1.2178201058201144,0.8314356261022895,Summer,0.8633192239858899,Sierra County,California
203,6093,1.4294179894179888,1.1456931216931254,1.875358024691364,1.6183139329805996,Summer,1.519470899470898,Siskiyou County,California
204,6095,1.2262010582010672,1.3968536155202835,1.2938694885361584,0.9704973544973586,Spring,1.2142010582010574,Solano County,California
205,6097,1.2211922398589112,1.178906525573196,1.2369241622575005,1.0681058201058171,Summer,1.1668606701940114,Sonoma County,California
206,6099,1.3623139329806035,1.552860670194002,1.1087971781305124,1.2879435626102302,Spring,1.3244726631393222,Stanislaus County,California
207,6101,1.0595414462081094,1.1022645502645465,1.1996049382715954,0.6863774250440935,Summer,0.9998483245149952,Sutter County,California
208,6103,0.93004585537917,0.7227936507936508,0.651753086419742,0.899202821869494,Fall,0.7954955908289328,Tehama County,California
209,6105,1.1995767195767189,0.88881834215167,1.414518518518518,0.8716331569664868,Summer,1.0914850088183334,Trinity County,California
210,6107,1.57320634920635,1.6372204585537933,1.3154708994708992,1.2536578483245138,Spring,1.4502610229276778,Tulare County,California
211,6109,0.869079365079374,0.5666313932980643,0.6133192239858867,1.0329029982363338,Winter,0.7736507936507939,Tuolumne County,California
212,6111,2.526659611992946,2.7862151675485034,2.484218694885361,2.281439153439154,Spring,2.5371604938271566,Ventura County,California
